SOURCE_SWITCH_ID,SWITCH_ID,LENGTH_M,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_x,DESTINATION_SS_x,DATE_INSTALLED,SEGMENTS,SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,Num_Faults,SWITCH_NO,SOURCE_SS_y,FAULT_FROM_SWITCH,DESTINATION_SS_y,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_DIVISION,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,Partial_Discharge_Intensity,LENGTH_KM,a_raw,hist_faults,f_raw,mean_h,i_raw,s_raw,l_raw,u_raw,PRED_FAULTS_H,p_raw,c_raw,r_raw,health_score,health_band,primary_health_driver
220BOR05,33350,5269.8,SWNO_220BOR05 → SWNO_33350,XLPE,3.0,Y,AL,0,AL,3000.0,3034.0,AS PER HT SLD,220kV BORIVALI REC-STN,KADAMWADI REC-STN,2023-03-24 00:00:00,1,33350,33KV,30.977,31.387,28.486,23.149,20.143,18.25,7.696,12.94,17.75,18.778,22.195,25.578,4.0,2.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.2698,0.03639921722113503,0.0,0.0,0.0,0.0,0,1.835744456209445,0.0,0.0,0.0,0,0,100,Good,No recorded faults
220BOR13,33287,3133.7,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.19A -> JT.NO.19A → SWNO_33287 -> JT.NO.2 → JT.NO.3 -> JT.NO.3 → JT.NO.3D -> JT.NO.3A → JT.NO.4 -> JT.NO.3B → JT.NO.3C -> JT.NO.3C → JT.NO.3A -> JT.NO.3D → JT.NO.3B -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_220BOR13 → JT.NO.1,XLPE,3.0,Y,AL,0,AL,4000.0,4043.0,0,220kV BORIVALI REC-STN,HIRANANDANI HERITAGE R/S,2014-06-02 00:00:00,25,33287,33KV,70.791,74.754,69.664,71.666,97.391,101.667,75.202,71.588,80.398,79.277,69.643,82.75,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,220BOR13,220KV BORIVALI REC-STN,220BOR13,HIRANANDANI HERITAGE RECEIVING STATION,33287,33KV,BORIWALI,0.591,2024-06-18 21:17:00+00:00,0.0,0.0,0.0,0.0,3.1336999999999997,0.2882191780821918,2.0,0.638223186648371,26145.083333333332,3.824810910910592e-05,24,1.41917288968583,0.0,0.15449073910713196,0.15449073910713196,0,0,92,Good,Long circuit length (l)
220BOR15,33351,5279.3,SWNO_220BOR15 → SWNO_33351,XLPE,3.0,Y,AL,0,AL,3000.0,3034.0,AS PER HT SLD,220kV BORIVALI REC-STN,KADAMWADI REC-STN,2023-02-23 00:00:00,1,33351,33KV,22.957,22.269,21.097,30.791,34.929,30.85,7.466,12.802,19.784,19.988,18.921,22.276,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,33351,220KV BORIVALI REC-STN,220BOR15,KADAMWADI REC-STN,33351,33KV,MALAD,0.199,2023-03-27 21:08:03+00:00,0.0,0.0,0.0,0.0,5.2793,0.038669275929549905,1.0,0.18941905176822685,0.0,0.0,0,1.8372585092992733,0.0,0.22461439669132233,0.22461439669132233,0,0,89,Good,Long circuit length (l)
220BOR17,33134,4315.3,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.09B -> JT.NO.09B → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.19 → JT.NO.19A -> JT.NO.19 → JT.NO.20 -> JT.NO.19A → JT.NO.20 -> JT.NO.19B → JT.NO.19A -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 -> TATA'S BORIVALI REC-STN TO TIMES OF INDIA REC-STN,XLPE,3.0,Y,AL,<Null>,AL,4000.0,4043.0,0,TATA'S BORIVALI REC-STN,TIMES OF INDIA REC-STN,2024-01-15 00:00:00,31,33134,33KV,92.65,78.129,77.791,74.404,73.957,90.668,31.665,37.89,60.306,70.244,62.299,64.878,5.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1,220BOR17,220KV BORIVALI REC-STN,220BOR17,TIMES OF INDIA REC-STN,33134,33KV,MALAD,3.184,2018-05-24 15:25:00+00:00,0.0,0.0,0.0,0.0,4.315300000000001,0.01315068493150685,1.0,0.2317335990545269,0.0,0.0,30,1.6705894542273478,0.0,0.09094557166099548,0.09094557166099548,0,0,95,Good,Long circuit length (l)
220BOR24,33213,3153.2,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → JT.NO.11B -> JT.NO.11B → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → SWNO_33213 -> SWNO_220BOR24 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561POQ,AL,4000.0,4043.0,0,220kV BORIVALI REC-STN,DAHISAR REC-STN,2015-04-15 00:00:00,25,33213,33KV,75.686,79.365,76.025,80.317,95.29,92.079,23.693,38.988,68.646,63.18,54.493,65.303,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,220BOR24,220KV BORIVALI REC-STN,220BOR24,DAHISAR REC-STN,33213,33KV,BORIWALI,38.443,2023-07-25 12:53:00+00:00,0.0,0.0,0.0,0.0,3.1532,0.2634050880626223,2.0,0.6342762907522517,60251.88333333333,1.6596991573983995e-05,24,1.4238791214471618,1.0,0.09620875120162964,0.09620875120162964,0,0,94,Good,Faults in same period last year (u)
220BOR27,33288,3178.3,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → SWNO_33288 -> JT.NO.2 → JT.NO.3 -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A → JT.NO.6B -> JT.NO.6B → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_220BOR27 → JT.NO.1,XLPE,3.0,Y,AL,0,AL,4000.0,4043.0,0,220kV BORIVALI REC-STN,HIRANANDANI HERITAGE R/S,2014-05-30 00:00:00,23,33288,33KV,87.074,85.436,81.741,93.317,127.631,96.605,31.166,49.837,75.077,77.193,69.843,73.679,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2,220BOR27,220KV BORIVALI REC-STN,220BOR27,HIRANANDANI HERITAGE RECEIVING STATION,33288,33KV,BORIWALI,0.221,2024-05-17 16:04:00+00:00,0.0,0.0,0.0,0.0,3.1783,0.28845401174168295,2.0,0.6292672183242614,19676.616666666665,5.082174526955431e-05,22,1.4299044652477804,0.0,0.14790035784244537,0.14790035784244537,0,0,93,Good,Long circuit length (l)
220CHE02,33215,2724.0,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17,XLPE,3.0,Y,AL,0,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,NATWAR PAREKH REC-STN,0,18,33215,33KV,37.791,40.922,44.412,52.53,45.912,41.578,12.856,19.666,25.878,31.683,32.984,31.054,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,220CHE02,220KV CHEMBUR REC-STN,220CHE02,NATWAR PAREKH REC-STN,33215,33KV,CHEMBUR,0.408,2019-03-02 17:25:00+00:00,0.0,0.0,0.0,0.0,2.724,0.0,2.0,0.7342143906020557,6999.766666666666,0.00014286190492064022,17,1.3147983594148207,0.0,0.12786009907722473,0.12786009907722473,0,0,94,Good,Advanced cable age (a)
220CHE04,33082,4482.757,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.64 -> JT.NO.64 → JT.NO.65 -> JT.NO.65 → JT.NO.66 -> JT.NO.66 → JT.NO.67 -> JT.NO.67 → JT.NO.68 -> JT.NO.68 → JT.NO.69 -> JT.NO.69 → JT.NO.70 -> JT.NO.70,XLPE,3.0,Y,AL,HT33KV6908561NTK,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,TILAK NAGAR REC-STN,2023-01-06 00:00:00,27,33082,33KV,67.345,74.688,65.501,89.245,83.425,63.871,21.953,34.942,61.425,51.653,50.729,53.926,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,220CHE04,220KV CHEMBUR REC-STN,220CHE04,TILAK NAGAR REC-STN,33082,33KV,CHEMBUR,0.828,2024-05-23 01:51:00+00:00,0.0,0.0,0.0,0.0,4.482756999999999,0.042426614481409004,7.0,1.561539026094879,10619.938888888888,9.416250041196094e-05,26,1.7016080766362294,0.0,0.20585748553276062,0.20585748553276062,0,0,89,Good,Long circuit length (l)
220CHE11,33249,4227.005,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → SWNO_33250 -> SWNO_220CHE11 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561MFH,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,MHADA SAHAKAR NGR REC-STN,2018-12-12 00:00:00,29,33249,33KV,58.002,60.398,55.404,53.131,69.535,64.55,19.355,29.39,49.456,52.106,50.142,50.785,4.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.227005,0.15874755381604697,0.0,0.0,0.0,0.0,28,1.6538384563019746,0.0,0.0,0.0,0,0,100,Good,No recorded faults
220CHE14,1175,3960.8,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.01C -> JT.NO.01C → JT.NO.01D -> JT.NO.01D → JT.NO.01E -> JT.NO.01E → JT.NO.01F -> JT.NO.01F → JT.NO.01G -> JT.NO.01G → JT.NO.01H -> JT.NO.01H → JT.NO.01J -> JT.NO.01J → JT.NO.01K -> JT.NO.01K → JT.NO.01M -> JT.NO.01M → JT.NO.01N -> JT.NO.01N → JT.NO.01P -> JT.NO.01P → JT.NO.02 -> JT.NO.02 → JT.NO.02A -> JT.NO.02A → JT.NO.02B -> JT.NO.02B → JT.NO.02C -> JT.NO.02C → JT.NO.02D -> JT.NO.02D → JT.NO.02E -> JT.NO.02E → JT.NO.02F -> JT.NO.02F → SWNO_01175 -> SWNO_220CHE14 → JT.NO.01,XLPE,1.0,Y,AL,0,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,ANIK R/S,0,22,1175,33KV,46.237,48.396,48.887,53.869,48.414,100.249,17.213,24.438,33.191,29.911,83.158,32.301,3.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.9608000000000003,0.0,0.0,0.0,0.0,0.0,21,1.6015670180535313,0.0,0.0,0.0,0,0,100,Good,No recorded faults
220CHE16,33109,3972.777,JT.NO.31 → JT.NO.34 -> JT.NO.33 → JT.NO.85 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.35A -> JT.NO.35A → JT.NO.35B -> JT.NO.35B → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.40A -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → SWNO_33109 -> JT.NO.76 → JT.NO.32 -> JT.NO.77 → JT.NO.76 -> JT.NO.78 → JT.NO.77 -> JT.NO.79 → JT.NO.78 -> JT.NO.80 → JT.NO.79 -> JT.NO.81 → JT.NO.80 -> JT.NO.82 → JT.NO.81 -> JT.NO.83 → JT.NO.82 -> JT.NO.84 → JT.NO.83 -> JT.NO.85 → JT.NO.84 -> SWNO_220CHE16 → JT.NO.33,XLPE,3.0,Y,AL,HT33KV6908561PGY,AL,7000.0,7074.0,0,220kV CHEMBUR REC-STN,SHIVAJI NAGAR REC-STN,2022-11-09 00:00:00,26,33109,33KV,42.09,47.184,50.593,63.352,75.824,66.693,15.707,43.553,34.286,37.292,43.435,37.637,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,220CHE16,220KV CHEMBUR REC-STN,220CHE16,SHIVAJI NAGAR REC-STN,33109,33KV,CHEMBUR,1.385,2023-05-24 21:52:00+00:00,0.0,0.0,0.0,0.0,3.9727770000000002,0.046966731898238745,11.0,2.7688440604645064,5354.053333333333,0.00018677438152776463,25,1.6039784365795653,0.0,0.2023230493068695,0.2023230493068695,0,0,89,Good,Long circuit length (l)
220CHE27,33115,1158.3,JT.NO.00 → JT.NO.00,XLPE,3.0,Y,AL,HT33KV6908561O13,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,ACROPOLIS REC-STN,0,7,33115,33KV,29.546,37.351,30.241,44.206,53.295,41.636,12.613,20.897,30.123,42.054,28.875,32.475,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.1582999999999999,0.0,0.0,0.0,0.0,0.0,6,0.7693208747827877,0.0,0.0,0.0,0,0,100,Good,No recorded faults
220CHE28,33070,3472.1,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19,XLPE,3.0,Y,AL,0,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,CHHEDA NAGAR REC-STN,2021-02-05 00:00:00,20,33070,33KV,82.398,80.744,108.26,111.788,82.092,66.499,28.646,40.43,68.45,70.483,63.334,71.613,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,220AAR90 | 220CHE28,220KV AAREY REC-STN | 220KV CHEMBUR REC-STN,220AAR90 | 220CHE28,CHHEDA NAGAR REC-STN,33070,33KV,CHEMBUR,0.842,2022-11-21 12:10:00+00:00,0.0,0.0,0.0,0.0,3.4720999999999997,0.09722113502935421,9.0,2.592091241611705,6526.545833333334,0.00015322040563825554,19,1.4978580969623572,0.0,0.2156711220741272,0.2156711220741272,0,0,89,Good,Long circuit length (l)
220CHE30,33052,3391.142,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → SWNO_33052 -> SWNO_220CHE30 → JT.NO.01,XLPE,3.0,Y,AL,0,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,TILAK NAGAR REC-STN,2024-04-26 00:00:00,21,33052,33KV,76.113,74.452,72.216,84.659,97.575,67.601,23.933,39.512,65.95,65.024,65.79,61.585,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,T22CHE04,TATA S CHEMBUR REC-STN | TATA`S CHEMBUR REC-STN,T22CHE04,TILAK NAGAR REC-STN,33052,22KV,CHEMBUR,1.232,2021-06-07 18:40:00+00:00,0.0,0.0,0.0,0.0,3.391142,0.005166340508806262,5.0,1.4744295579483255,9199.65,0.00010869978749191545,20,1.4795893299316618,0.0,0.118506520986557,0.118506520986557,0,0,94,Good,Long circuit length (l)
220CHE32,33116,1148.95,JT.NO.1 -> JT.NO.1 → JT.NO.1A -> JT.NO.1A → JT.NO.1B -> JT.NO.1B → JT.NO.1C -> JT.NO.1C → JT.NO.1D -> JT.NO.1D → JT.NO.1E -> JT.NO.1E → SWNO_33116,XLPE,1.0,Y,AL,0,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,ACROPOLIS REC-STN,2023-05-10 00:00:00,7,33116,33KV,25.0,38.112,27.143,28.035,34.388,25.391,9.751,34.265,25.745,33.468,23.403,22.824,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.1489500000000001,0.032720156555773,0.0,0.0,0.0,0.0,6,0.7649793507540567,0.0,0.0,0.0,0,0,100,Good,No recorded faults
220CHE32,33238,3161.533,SWNO_33238,XLPE,1.0,Y,AL,0,AL,7000.0,7072.0,0,220KV CHEMBUR REC-STN,MHADA MANKHURD RECEIVING STATION,2022-12-01 00:00:00,1,33238,33KV,37.472,33.306,41.667,37.282,31.471,52.412,9.697,19.3,47.778,83.818,31.29,26.059,5.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,13,220CHE32,220KV CHEMBUR REC-STN,220CHE32,MHADA MANKHURD REC- STATION | MHADA MANKHURD RECEIVING STATION,33238,33KV,CHEMBUR,63.547,2024-08-06 11:21:00+00:00,0.0,0.0,0.0,0.0,3.161533,0.045244618395303325,12.0,3.7956269948787504,4771.443939393939,0.0002095801633010527,0,1.4258835160055647,1.0,0.3270479440689087,0.3270479440689087,0,0,77,Good,High predicted faults (p)
220CHE38,33055,3757.8,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → SWNO_33055,XLPE,3.0,Y,AL,HT33KV6908545735,AL,7000.0,7072.0,0,220kV CHEMBUR REC-STN,SHIVAJI NAGAR REC-STN,2022-12-23 00:00:00,28,33055,33KV,52.801,53.366,53.094,49.864,53.017,50.125,15.845,24.769,43.053,41.886,48.831,47.769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,220CHE38 | 33055,220KV CHEMBUR REC-STN,220CHE38,SHIVAJI NAGAR REC-STN,33055,33KV,CHEMBUR,0.628,2021-05-21 02:23:00+00:00,0.0,0.0,0.0,0.0,3.7578,0.043522504892367905,10.0,2.6611315131193782,4444.264814814815,0.00022500909411755392,27,1.559785376529029,0.0,0.33098363876342773,0.33098363876342773,0,0,76,Good,High predicted faults (p)
220CHE40,33251,4144.9,JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.11 -> JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.1 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → SWNO_33252 -> SWNO_220CHE40 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561MFH,AL,7000.0,7071.0,0,220kV CHEMBUR REC-STN,MHADA SAHAKAR NGR REC-STN,2018-12-12 00:00:00,27,33251,33KV,51.987,57.998,47.235,49.874,62.106,48.438,13.339,24.4,39.57,43.47,38.958,44.053,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.1449,0.15874755381604697,0.0,0.0,0.0,0.0,26,1.6380059327511578,0.0,0.0,0.0,0,0,100,Good,No recorded faults
